"ibge_code","detected","sup_eu","eq_br","sup_br","atrazine_category","simazine_category","atr_plus_sim_same_day_category","atr_plus_sim_same_month_category","atr_plus_sim_same_semestre_category","atr_plus_sim_same_year_category","atrazine_average_category","simazine_average_category"
"292700",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292720",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292730",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292740",16,16,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292760",14,14,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292770",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292805",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292820",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292850",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292860",16,16,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292870",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292880",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292890",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292895",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292905",27,9,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"292910",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292935",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292937",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292940",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292950",16,16,1,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"292970",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"292975",16,16,1,4,"c8","c5","c8","c8","c8","c8","c6","c5"
"292990",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293010",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293070",12,12,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"293076",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293100",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293130",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293135",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293140",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293150",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293160",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293170",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293180",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293190",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293210",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293220",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293230",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293245",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293250",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293270",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293280",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293305",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293315",16,16,3,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293325",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293330",15,15,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"293340",14,14,3,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"293350",14,14,2,3,"c5","c5","c67","c67","c67","c67","c5","c5"
"310080",27,24,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"310140",27,21,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"310180",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"310210",7,1,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"310350",27,25,14,3,"c5","c8","c8","c8","c8","c8","c5","c8"
"310390",27,26,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"310590",4,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"310710",27,23,19,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"310800",27,25,0,1,"c5","c5","c5","c5","c5","c5","c5","c5"
"310940",27,22,19,0,"c7","c7","c8","c8","c8","c8","c6","c7"
"311060",27,23,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"311320",5,0,0,1,"c2","c2","c2","c2","c2","c2","c2","c2"
"311330",2,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"311410",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"311420",18,13,7,1,"c7","c7","c8","c8","c8","c8","c5","c7"
"311450",27,0,0,0,"c3","c4","c4","c4","c4","c4","c5","c4"
"311840",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"311850",26,6,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"311870",27,24,1,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"311970",2,2,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"312360",27,26,1,3,"c5","c5","c5","c5","c5","c5","c5","c5"
"312730",24,17,0,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"312770",27,24,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"312830",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"313000",27,24,0,1,"c5","c8","c8","c8","c8","c8","c5","c8"
"313130",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"313170",27,18,11,1,"c7","c7","c8","c8","c8","c8","c5","c7"
"313190",27,17,12,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"313380",27,24,0,3,"c8","c5","c8","c8","c8","c8","c5","c5"
"313420",27,24,4,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"313500",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"313750",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"313780",27,19,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"313910",6,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"313960",16,12,6,1,"c7","c7","c8","c8","c8","c8","c5","c7"
"314000",27,18,12,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"314030",27,25,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"314240",27,20,17,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"314310",27,9,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"314390",23,17,1,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"314420",2,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"314480",27,14,7,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"314500",27,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"314560",27,10,4,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"314720",27,26,0,2,"c5","c5","c5","c5","c5","c5","c5","c5"
"314790",27,8,4,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"314810",27,19,14,0,"c7","c7","c8","c8","c8","c8","c6","c7"
"315030",3,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315050",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"315120",27,23,19,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"315180",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"315210",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"315280",2,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315320",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315400",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"315420",5,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315440",5,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315610",3,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"315680",27,9,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"316220",27,22,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"316250",27,0,0,0,"c4","c3","c4","c4","c4","c4","c5","c3"
"316370",27,18,7,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"316490",27,24,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"316530",3,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"316805",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"316880",6,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"316930",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"316940",27,23,19,0,"c7","c7","c8","c8","c8","c8","c6","c7"
"316950",27,15,0,0,"c4","c5","c67","c67","c67","c67","c4","c5"
"316960",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"317010",27,24,17,2,"c7","c7","c8","c8","c8","c8","c5","c7"
"317020",27,13,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"317040",27,21,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"317130",27,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"320013",27,19,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"320040",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"320060",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"320120",16,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"320140",11,4,1,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"320150",27,20,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"320210",16,12,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"320240",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"320245",26,14,1,0,"c4","c7","c8","c8","c8","c8","c4","c7"
"320280",27,17,2,1,"c5","c5","c67","c67","c67","c67","c4","c5"
"320335",13,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"320360",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"320455",27,17,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"320460",27,17,4,0,"c7","c7","c8","c8","c8","c8","c6","c7"
"320480",24,13,0,0,"c4","c5","c67","c67","c67","c67","c4","c5"
"320500",27,18,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"330020",27,12,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"330070",27,12,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"330100",27,19,0,9,"c4","c8","c8","c8","c8","c8","c4","c8"
"330110",27,12,1,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"330130",27,24,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"330150",27,0,0,0,"c3","c4","c4","c4","c4","c4","c5","c4"
"330160",27,22,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"330340",27,2,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"330370",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"330380",27,12,1,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"330385",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"330390",27,4,0,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"330410",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"330411",27,6,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"330455",27,20,0,1,"c4","c4","c5","c5","c5","c5","c4","c4"
"330470",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"330570",27,12,1,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"330590",27,26,1,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"330600",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"330610",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350010",27,9,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350020",27,17,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"350030",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350040",15,8,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"350050",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350055",27,18,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"350060",27,12,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350070",27,12,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350075",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350080",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350100",27,3,0,1,"c4","c8","c8","c8","c8","c8","c5","c8"
"350110",27,14,3,0,"c7","c4","c8","c8","c8","c8","c5","c4"
"350115",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350120",27,17,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"350130",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350140",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"350150",27,17,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"350160",27,7,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350170",27,13,2,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350180",27,13,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350190",27,15,3,0,"c7","c4","c67","c67","c67","c67","c5","c4"
"350200",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"350210",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"350220",23,7,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350230",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350240",23,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350250",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350260",27,14,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"350270",27,15,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350275",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350280",27,8,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350290",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350310",27,17,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"350320",27,19,1,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"350330",27,26,4,1,"c7","c5","c67","c8","c8","c8","c5","c5"
"350335",27,8,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350340",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350360",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350370",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350380",27,11,0,2,"c5","c8","c8","c8","c8","c8","c4","c8"
"350390",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350395",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350400",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350410",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350420",12,6,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"350430",27,7,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350440",27,3,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350450",27,13,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"350460",27,26,3,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"350470",27,16,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"350490",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350500",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350510",27,22,3,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"350520",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350530",27,2,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"350535",15,6,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"350550",27,9,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350560",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350570",27,15,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"350580",27,16,1,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"350590",27,10,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350600",27,27,3,6,"c7","c5","c67","c8","c8","c8","c5","c5"
"350610",27,5,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350620",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350635",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350640",27,4,2,0,"c4","c7","c67","c67","c67","c67","c4","c7"
"350650",27,26,27,0,"c7","c7","c8","c8","c8","c8","c4","c7"
"350660",27,16,3,0,"c7","c4","c8","c8","c8","c8","c5","c4"
"350680",19,5,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"350690",27,18,0,2,"c5","c5","c5","c5","c5","c5","c4","c5"
"350700",27,11,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"350710",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350715",27,10,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350740",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"350745",27,6,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350750",27,26,8,2,"c7","c7","c8","c8","c8","c8","c4","c7"
"350760",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350770",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350775",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350780",27,17,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350790",27,21,3,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"350800",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350810",27,17,1,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"350820",27,4,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350830",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350840",27,6,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350850",27,27,4,3,"c7","c7","c8","c8","c8","c8","c4","c7"
"350870",27,21,18,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"350890",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350900",27,17,4,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"350910",27,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350920",27,20,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"350925",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350930",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350940",27,19,0,1,"c4","c5","c67","c67","c67","c67","c4","c5"
"350950",27,26,8,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"350970",27,26,5,0,"c7","c7","c8","c8","c8","c8","c5","c7"
"350990",16,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"350995",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351010",23,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351020",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351030",27,18,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"351040",27,0,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"351050",27,16,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351060",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351070",13,10,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"351080",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351090",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351100",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351110",27,23,0,2,"c5","c5","c67","c67","c67","c67","c5","c5"
"351120",27,16,0,0,"c5","c5","c5","c5","c5","c5","c5","c5"
"351130",25,4,1,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"351140",27,9,0,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"351150",27,16,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351160",27,21,4,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351170",27,13,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351190",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351200",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351210",27,15,1,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"351220",27,11,1,0,"c5","c4","c67","c67","c67","c67","c5","c4"
"351230",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351240",27,6,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"351250",27,19,0,1,"c5","c5","c5","c5","c5","c5","c5","c5"
"351260",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351270",27,23,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351280",27,0,0,0,"c3","c4","c4","c4","c4","c4","c5","c4"
"351290",27,18,2,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"351300",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351320",27,8,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"351330",23,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351350",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351370",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"351380",27,26,5,1,"c7","c7","c8","c8","c8","c8","c5","c7"
"351385",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351390",27,14,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351400",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351410",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351420",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351430",27,7,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351440",27,15,1,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"351450",27,4,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351490",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351492",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351495",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351500",27,23,1,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351510",19,8,0,0,"c2","c5","c5","c5","c5","c5","c2","c5"
"351512",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351515",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351518",27,25,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351520",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351530",27,1,0,1,"c4","c4","c4","c4","c4","c4","c4","c4"
"351535",23,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351540",27,11,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"351550",27,18,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351560",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351565",27,13,0,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"351570",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351580",14,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351590",27,7,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351600",27,7,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351620",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351640",27,22,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351650",15,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351660",27,9,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351670",27,10,1,0,"c4","c4","c5","c5","c5","c5","c4","c4"
"351680",27,15,2,0,"c4","c5","c5","c5","c5","c5","c4","c5"
"351685",27,10,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351690",27,16,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351710",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351720",12,3,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"351740",27,2,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351750",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351760",27,18,1,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351770",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351780",27,20,0,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351790",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351800",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351820",27,19,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351830",27,27,4,3,"c7","c7","c8","c8","c8","c8","c5","c7"
"351840",27,10,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"351850",27,12,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351860",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351870",27,9,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351880",27,27,25,2,"c7","c7","c8","c8","c8","c8","c5","c7"
"351890",27,16,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351905",27,21,3,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"351907",27,1,0,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"351910",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351920",23,7,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351925",27,15,0,0,"c5","c5","c5","c5","c5","c5","c4","c5"
"351930",27,11,1,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351940",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351960",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"351970",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352000",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352010",27,19,0,1,"c4","c5","c67","c67","c67","c67","c4","c5"
"352020",27,22,1,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"352030",15,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352040",27,1,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352044",27,0,1,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"352050",27,11,1,0,"c4","c4","c4","c4","c4","c4","c5","c4"
"352070",27,11,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352080",27,2,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"352090",27,12,2,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"352115",27,23,2,0,"c5","c5","c67","c67","c67","c67","c5","c5"
"352130",27,22,2,1,"c5","c5","c67","c67","c67","c67","c5","c5"
"352140",27,0,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
