"ibge_code","detected","sup_eu","eq_br","sup_br","atrazine_category","simazine_category","atr_plus_sim_same_day_category","atr_plus_sim_same_month_category","atr_plus_sim_same_semestre_category","atr_plus_sim_same_year_category","atrazine_average_category","simazine_average_category"
"521010",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"521015",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521020",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521030",2,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521056",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521060",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521080",16,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521090",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521100",14,1,0,0,"c3","c3","c3","c3","c3","c3","c2","c3"
"521120",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521130",16,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521150",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521160",16,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521170",15,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521180",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521190",16,3,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"521200",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521220",16,11,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"521225",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521230",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521250",3,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521260",1,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521270",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521280",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521305",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521308",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521310",27,5,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"521350",14,0,0,0,"c4","c3","c4","c4","c4","c4","c4","c3"
"521370",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521375",13,0,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"521380",16,2,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"521400",2,2,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"521405",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521440",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521460",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"521470",16,11,0,0,"c5","c4","c5","c5","c5","c5","c5","c4"
"521483",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521486",17,2,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521487",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521500",2,2,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"521520",11,0,0,0,"c3","c2","c3","c3","c3","c3","c4","c2"
"521523",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"521525",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521540",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521550",15,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521560",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521570",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521590",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521640",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521645",1,1,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"521680",1,1,0,0,"c2","c5","c5","c5","c5","c5","c2","c5"
"521690",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521710",2,2,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521730",2,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521740",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521760",2,2,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521770",4,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521800",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521805",15,0,0,0,"c3","c3","c3","c3","c3","c3","c2","c3"
"521810",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521830",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521839",3,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521850",3,3,0,1,"c5","c2","c5","c5","c5","c5","c4","c2"
"521860",3,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521870",16,2,0,0,"c3","c3","c3","c3","c3","c3","c4","c3"
"521880",16,3,0,1,"c5","c4","c5","c5","c5","c5","c5","c4"
"521890",16,10,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"521900",3,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521910",3,3,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"521930",16,2,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"521935",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521940",15,1,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"521950",16,1,0,0,"c5","c3","c5","c5","c5","c5","c4","c3"
"521960",2,2,0,0,"c5","c2","c5","c5","c5","c5","c5","c2"
"521975",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"521980",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522000",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522005",4,4,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522010",4,4,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522015",6,1,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522020",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522028",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522045",27,6,0,0,"c4","c4","c4","c4","c4","c4","c4","c4"
"522050",15,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"522070",0,0,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522100",1,0,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"522108",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522130",13,0,0,0,"c3","c3","c3","c3","c3","c3","c5","c3"
"522150",16,2,0,0,"c5","c3","c5","c5","c5","c5","c5","c3"
"522155",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522157",16,11,0,0,"c5","c4","c5","c5","c5","c5","c4","c4"
"522160",2,1,0,0,"c4","c2","c4","c4","c4","c4","c4","c2"
"522170",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522185",2,2,0,0,"c5","c2","c5","c5","c5","c5","c4","c2"
"522190",1,1,0,0,"c2","c2","c2","c2","c2","c2","c2","c2"
"522200",11,3,1,0,"c5","c3","c5","c5","c5","c5","c5","c3"
